"center_id"	"patient_id"	"sex"	"weight"	"height"	"resting.bp.s"	"cholesterol"	"fasting.blood.sugar"	"physical_activity"	"dob"	"social_security_number"
"HOSPIT4224"	"PAT00254"	"M"	84.4	188	125	292	0	"Intermediate"	"1963-03-12"	185412993444
"HOSPIT4224"	"PAT00255"	"M"	46.9	161	140	271	0	"Intermediate"	"1962-03-12"	189827368955
"HOSPIT4224"	"PAT00256"	"M"	99.6	203	145	248	0	"Low"	"1969-03-12"	251363051538
"HOSPIT4224"	"PAT00257"	"F"	100.3	184	120	274	0	"Low"	"1971-03-12"	218680362567
"HOSPIT4224"	"PAT00258"	"F"	68.4	176	130	394	0	"Intermediate"	"1969-03-12"	235486114062
"HOSPIT4224"	"PAT00259"	"M"	53.3	149	150	160	0	"Intermediate"	"1988-03-12"	228378249939
"HOSPIT4224"	"PAT00260"	"F"	61.2	191	150	200	0	"Low"	"1973-03-12"	205475241793
"HOSPIT4224"	"PAT00261"	"F"	98.1	NA	122	320	0	"Low"	"1969-03-12"	250832821310
"HOSPIT4224"	"PAT00262"	"M"	65.5	165	140	275	0	"Low"	"1978-03-12"	176040067475
"HOSPIT4224"	"PAT00263"	"F"	69.8	180	120	221	0	"Intermediate"	"1970-03-12"	234539853660
"HOSPIT4224"	"PAT00264"	"M"	68.7	175	120	231	0	"Intermediate"	"1978-03-12"	191384937043
"HOSPIT4224"	"PAT00265"	"M"	49.1	183	130	126	0	"Low"	"1965-03-12"	265417049143
"HOSPIT4224"	"PAT00266"	"M"	80.1	191	140	193	0	"Intermediate"	"1977-03-12"	215121176488
"HOSPIT4224"	"PAT00267"	"M"	NA	164	160	305	0	"Low"	"1970-03-12"	220598146663
"HOSPIT4224"	"PAT00268"	"M"	74.3	164	130	298	0	"Low"	"1972-03-12"	219343844705
"HOSPIT4224"	"PAT00269"	"M"	100.6	156	98	220	0	"Low"	"1990-03-12"	178513527159
"HOSPIT4224"	"PAT00270"	"M"	48.1	173	130	242	0	"Intermediate"	"1970-03-12"	254723653041
"HOSPIT4224"	"PAT00271"	"F"	46.7	NA	130	235	0	"Low"	"1977-03-12"	262563820914
"HOSPIT4224"	"PAT00272"	"M"	82.7	171	120	225	0	"Low"	"1979-03-12"	181640252722
"HOSPIT4224"	"PAT00273"	"F"	64.7	181	105	198	0	"Low"	"1992-03-12"	266694300726
"HOSPIT4224"	"PAT00274"	"M"	75.5	157	140	201	0	"Low"	"1969-03-12"	200580138184
"HOSPIT4224"	"PAT00275"	"M"	69.7	156	120	220	0	"Low"	"1969-03-12"	215819492211
"HOSPIT4224"	"PAT00276"	"F"	51.4	178	180	295	0	"Low"	"1979-03-12"	201411502229
"HOSPIT4224"	"PAT00277"	"M"	96	177	180	213	0	"Intermediate"	"1965-03-12"	213307775390
"HOSPIT4224"	"PAT00278"	"M"	101.1	155	135	160	0	"Low"	"1973-03-12"	215162675714
"HOSPIT4224"	"PAT00279"	"M"	NA	168	170	223	0	"Low"	"1972-03-12"	246395591263
"HOSPIT4224"	"PAT00280"	"F"	78.6	172	180	347	0	"Low"	"1967-03-12"	214941381502
"HOSPIT4224"	"PAT00281"	"F"	61.3	181	130	253	0	"Low"	"1970-03-12"	232496259299
"HOSPIT4224"	"PAT00282"	"M"	76.9	NA	120	246	0	"Low"	"1964-03-12"	152727367957
"HOSPIT4224"	"PAT00283"	"M"	98.5	184	150	222	0	"Low"	"1975-03-12"	214628336458
"HOSPIT4224"	"PAT00284"	"F"	82.4	177	130	220	0	"Intermediate"	"1973-03-12"	189674914739
"HOSPIT4224"	"PAT00285"	"F"	51.4	162	110	344	0	"Low"	"1969-03-12"	167567609497
"HOSPIT4224"	"PAT00286"	"M"	61.1	187	140	358	0	"Low"	"1982-03-12"	176270879439
"HOSPIT4224"	"PAT00287"	"F"	50.3	221	110	190	0	"High"	"1973-03-12"	263730005088
"HOSPIT4224"	"PAT00288"	"M"	101.2	191	140	169	0	"Low"	"1965-03-12"	176573843980
"HOSPIT4224"	"PAT00289"	"M"	77.2	190	120	181	0	"Low"	"1971-03-12"	180409534749
"HOSPIT4224"	"PAT00290"	"F"	85.6	184	133	308	0	"Low"	"1976-03-12"	230803565629
"HOSPIT4224"	"PAT00291"	"M"	55.8	178	120	166	0	"Low"	"1988-03-12"	249728236773
"HOSPIT4224"	"PAT00292"	"M"	85.4	199	110	211	0	"Intermediate"	"1976-03-12"	209043784792
"HOSPIT4224"	"PAT00293"	"F"	60.6	174	140	257	0	"Low"	"1977-03-12"	258764580501
"HOSPIT4224"	"PAT00294"	"M"	99.7	169	130	182	0	"Low"	"1971-03-12"	213087455578
"HOSPIT4224"	"PAT00295"	"M"	86.6	170	115	0	0	"Low"	"1959-03-12"	151808932767
"HOSPIT4224"	"PAT00296"	"M"	69.4	NA	95	0	1	"Low"	"1992-03-12"	171791115314
"HOSPIT4224"	"PAT00297"	"M"	68	169	105	0	1	"Low"	"1963-03-12"	189538166836
"HOSPIT4224"	"PAT00298"	"M"	91.5	183	145	0	1	"Low"	"1974-03-12"	228375273670
"HOSPIT4224"	"PAT00299"	"M"	51.4	203	110	0	1	"Low"	"1967-03-12"	213836173771
"HOSPIT4224"	"PAT00300"	"M"	79.5	204	110	0	1	"Low"	"1973-03-12"	217257918149
"HOSPIT4224"	"PAT00301"	"M"	92.3	194	110	0	1	"Intermediate"	"1977-03-12"	215257988970
"HOSPIT4224"	"PAT00302"	"M"	66.9	163	160	0	1	"Low"	"1964-03-12"	167233661517
"HOSPIT4224"	"PAT00303"	"M"	83.7	188	140	0	0	"Low"	"1969-03-12"	148481630741
"HOSPIT4224"	"PAT00304"	"M"	54.4	161	125	0	1	"High"	"1971-03-12"	205122219904
"HOSPIT4224"	"PAT00305"	"F"	71	208	120	0	1	"Intermediate"	"1962-03-12"	167497550118
"HOSPIT4224"	"PAT00306"	"M"	71	172	95	0	1	"Intermediate"	"1973-03-12"	184423715780
"HOSPIT4224"	"PAT00307"	"F"	85.4	190	120	0	1	"Low"	"1973-03-12"	254383235438
"HOSPIT4224"	"PAT00308"	"M"	100.3	153	115	0	1	"Low"	"1969-03-12"	249820982710
"HOSPIT4224"	"PAT00309"	"M"	66.1	177	130	0	0	"Low"	"1971-03-12"	179302372933
"HOSPIT4224"	"PAT00310"	"M"	72.4	208	115	0	1	"Low"	"1966-03-12"	236677960988
"HOSPIT4224"	"PAT00311"	"M"	71.7	179	95	0	1	"High"	"1967-03-12"	237198472399
"HOSPIT4224"	"PAT00312"	"M"	53	172	155	0	0	"Low"	"1959-03-12"	173778745108
"HOSPIT4224"	"PAT00313"	"M"	93.4	159	125	0	1	"Low"	"1964-03-12"	256863337157
"HOSPIT4224"	"PAT00314"	"M"	50.6	188	125	0	1	"High"	"1983-03-12"	268838695351
"HOSPIT4224"	"PAT00315"	"M"	96.9	184	115	0	1	"Low"	"1990-03-12"	219021705885
"HOSPIT4224"	"PAT00316"	"M"	55.7	223	80	0	0	"Low"	"1971-03-12"	175419427228
"HOSPIT4224"	"PAT00317"	"M"	95.8	197	145	0	1	"Intermediate"	"1950-03-12"	164862700584
"HOSPIT4224"	"PAT00318"	"M"	50.9	182	105	0	1	"Low"	"1967-03-12"	204693029973
"HOSPIT4224"	"PAT00319"	"M"	76.5	187	140	0	1	"Low"	"1968-03-12"	271580154187
"HOSPIT4224"	"PAT00320"	"M"	49.6	183	130	0	1	"Low"	"1963-03-12"	217803355101
"HOSPIT4224"	"PAT00321"	"M"	97.4	132	145	0	1	"Low"	"1956-03-12"	209101467710
"HOSPIT4224"	"PAT00322"	"M"	81.3	149	125	0	1	"Low"	"1965-03-12"	157881466878
"HOSPIT4224"	"PAT00323"	"M"	61.1	161	100	0	1	"Intermediate"	"1961-03-12"	255009586131
"HOSPIT4224"	"PAT00324"	"F"	78.3	183	105	0	1	"Low"	"1986-03-12"	211806022888
"HOSPIT4224"	"PAT00325"	"M"	48.8	173	115	0	1	"Low"	"1962-03-12"	193207902747
"HOSPIT4224"	"PAT00326"	"M"	68.8	169	100	0	1	"Low"	"1978-03-12"	270987234515
"HOSPIT4224"	"PAT00327"	"M"	101.4	171	105	0	1	"Intermediate"	"1982-03-12"	184687550738
"HOSPIT4224"	"PAT00328"	"M"	87.7	184	110	0	0	"Low"	"1979-03-12"	209778687478
"HOSPIT4224"	"PAT00329"	"M"	58.9	188	125	0	1	"Low"	"1965-03-12"	147141796117
"HOSPIT4224"	"PAT00330"	"M"	101.4	147	95	0	1	"Low"	"1972-03-12"	191487535316
"HOSPIT4224"	"PAT00331"	"M"	53.4	186	130	0	1	"High"	"1964-03-12"	168701163584
"HOSPIT4224"	"PAT00332"	"M"	50.9	194	115	0	1	"Low"	"1964-03-12"	217311456852
"HOSPIT4224"	"PAT00333"	"M"	97.7	170	115	0	1	"Low"	"1968-03-12"	156429124792
"HOSPIT4224"	"PAT00334"	"M"	46.9	182	100	0	0	"Low"	"1986-03-12"	264789328180
"HOSPIT4224"	"PAT00335"	"M"	69.2	NA	95	0	1	"Low"	"1984-03-12"	198518435802
"HOSPIT4224"	"PAT00336"	"M"	76.4	160	130	0	1	"Low"	"1973-03-12"	174672723251
"HOSPIT4224"	"PAT00337"	"M"	99.5	167	120	0	1	"Low"	"1962-03-12"	222404194679
"HOSPIT4224"	"PAT00338"	"M"	81.1	181	160	0	0	"Low"	"1952-03-12"	257795726264
"HOSPIT4224"	"PAT00339"	"M"	47.7	182	150	0	1	"Low"	"1961-03-12"	151555044951
"HOSPIT4224"	"PAT00340"	"M"	84.6	210	140	0	1	"Low"	"1961-03-12"	190155023976
"HOSPIT4224"	"PAT00341"	"F"	48.1	187	95	0	1	"Low"	"1960-03-12"	243955518770
"HOSPIT4224"	"PAT00342"	"M"	47.8	191	100	0	1	"Low"	"1981-03-12"	209506085626
"HOSPIT4224"	"PAT00343"	"M"	85.3	153	110	0	1	"Low"	"1960-03-12"	187297495055
"HOSPIT4224"	"PAT00344"	"M"	60.5	152	110	0	1	"Low"	"1963-03-12"	177221749465
"HOSPIT4224"	"PAT00345"	"M"	63	152	130	0	1	"Low"	"1972-03-12"	258095030300
"HOSPIT4224"	"PAT00346"	"M"	85.7	148	120	0	1	"Low"	"1973-03-12"	251899547645
"HOSPIT4224"	"PAT00347"	"M"	86.2	198	135	0	0	"Low"	"1955-03-12"	267737748151
"HOSPIT4224"	"PAT00348"	"M"	54.3	155	120	0	0	"Low"	"1965-03-12"	191610871043
"HOSPIT4224"	"PAT00349"	"M"	100.4	190	115	0	1	"Low"	"1976-03-12"	180070757462
"HOSPIT4224"	"PAT00350"	"M"	54	166	137	0	0	"Intermediate"	"1955-03-12"	267487172703
"HOSPIT4224"	"PAT00351"	"M"	46.5	186	110	0	1	"Intermediate"	"1988-03-12"	201811189162
"HOSPIT4224"	"PAT00352"	"M"	98.8	144	120	0	1	"Intermediate"	"1971-03-12"	168887389048
"HOSPIT4224"	"PAT00353"	"M"	83.5	188	140	0	0	"Low"	"1981-03-12"	220308573271
"HOSPIT4224"	"PAT00354"	"M"	60.1	187	120	0	0	"Low"	"1968-03-12"	162725205844
"HOSPIT4224"	"PAT00355"	"M"	100.8	154	130	0	0	"Low"	"1966-03-12"	161411825971
"HOSPIT4224"	"PAT00356"	"M"	78.1	1.58	120	0	0	"Low"	"1969-03-12"	225611890058
"HOSPIT4224"	"PAT00357"	"M"	95	179	145	0	0	"Low"	"1957-03-12"	192579751973
"HOSPIT4224"	"PAT00358"	"M"	NA	168	115	0	0	"Low"	"1978-03-12"	263661458556
"HOSPIT4224"	"PAT00359"	"M"	71.8	136	120	0	0	"Intermediate"	"1971-03-12"	252456660787
"HOSPIT4224"	"PAT00360"	"M"	98.8	160	115	0	0	"Low"	"1986-03-12"	181946485917
"HOSPIT4224"	"PAT00361"	"M"	98.2	171	105	0	0	"Low"	"1971-03-12"	235214876586
"HOSPIT4224"	"PAT00362"	"M"	89.9	180	160	0	0	"Low"	"1962-03-12"	182804050851
"HOSPIT4224"	"PAT00363"	"M"	88.5	154	160	0	0	"Low"	"1977-03-12"	187696372160
"HOSPIT4224"	"PAT00364"	"M"	96.2	193	155	0	0	"Low"	"1968-03-12"	200157452325
"HOSPIT4224"	"PAT00365"	"M"	48.9	167	120	0	0	"Intermediate"	"1968-03-12"	203985188609
"HOSPIT4224"	"PAT00366"	"M"	61.6	NA	120	0	0	"Low"	"1968-03-12"	227732016055
"HOSPIT4224"	"PAT00367"	"F"	60.6	181	200	0	0	"Low"	"1960-03-12"	259921876639
"HOSPIT4224"	"PAT00368"	"M"	94.1	155	150	0	0	"Low"	"1963-03-12"	196755921433
"HOSPIT4224"	"PAT00369"	"M"	65.2	178	135	0	0	"Low"	"1956-03-12"	209546614891
"HOSPIT4224"	"PAT00370"	"M"	96.6	157	140	0	0	"Intermediate"	"1967-03-12"	179211448836
"HOSPIT4224"	"PAT00371"	"M"	92	194	150	0	0	"Intermediate"	"1961-03-12"	209919806005
"HOSPIT4224"	"PAT00372"	"M"	54	186	135	0	0	"Low"	"1964-03-12"	246433836237
"HOSPIT4224"	"PAT00373"	"M"	71.7	159	150	0	0	"Intermediate"	"1958-03-12"	168312566085
"HOSPIT4224"	"PAT00374"	"M"	59.7	181	185	0	0	"Low"	"1961-03-12"	227408952898
"HOSPIT4224"	"PAT00375"	"M"	66.1	179	135	0	0	"Low"	"1965-03-12"	196162468123
"HOSPIT4224"	"PAT00376"	"M"	90.4	200	125	0	0	"Low"	"1963-03-12"	262337018465
"HOSPIT4224"	"PAT00377"	"F"	67.3	189	160	0	0	"Low"	"1951-03-12"	201746652774
"HOSPIT4224"	"PAT00378"	"M"	94.3	156	155	0	0	"Low"	"1977-03-12"	202383365147
"HOSPIT4224"	"PAT00379"	"M"	96.6	181	160	0	1	"High"	"1959-03-12"	259283919651
"HOSPIT4224"	"PAT00380"	"M"	87.4	177	140	0	1	"Low"	"1954-03-12"	201556615087
"HOSPIT4224"	"PAT00381"	"M"	78.7	NA	120	0	0	"Low"	"1974-03-12"	205378812369
"HOSPIT4224"	"PAT00382"	"M"	70.5	157	160	0	0	"Low"	"1964-03-12"	205992209076
"HOSPIT4224"	"PAT00383"	"M"	79	151	115	0	0	"Average"	"1974-03-12"	262236601331
"HOSPIT4224"	"PAT00384"	"M"	51.5	186	115	0	0	"Low"	"1981-03-12"	228396403075
"HOSPIT4224"	"PAT00385"	"F"	93.3	157	110	0	0	"Intermediate"	"1986-03-12"	167414163492
"HOSPIT4224"	"PAT00386"	"M"	71	177	120	0	0	"Low"	"1970-03-12"	268069178583
"HOSPIT4224"	"PAT00387"	"M"	88.2	205	150	0	0	"Low"	"1963-03-12"	223661519712
"HOSPIT4224"	"PAT00388"	"M"	54.6	203	145	0	0	"Low"	"1982-03-12"	199400872194
"HOSPIT4224"	"PAT00389"	"M"	90.4	199	130	0	0	"Low"	"1971-03-12"	219119823609
"HOSPIT4224"	"PAT00390"	"M"	NA	171	140	0	0	"Low"	"1969-03-12"	195453884722
"HOSPIT4224"	"PAT00391"	"M"	91.1	174	160	0	1	"High"	"1963-03-12"	220934012031
"HOSPIT4224"	"PAT00392"	"M"	64.9	174	140	0	0	"Low"	"1973-03-12"	235511171256
"HOSPIT4224"	"PAT00393"	"M"	65.9	195	115	0	0	"Intermediate"	"1954-03-12"	191871648920
"HOSPIT4224"	"PAT00394"	"M"	90.9	159	130	0	0	"Low"	"1963-03-12"	161147618996
"HOSPIT4224"	"PAT00395"	"M"	48.6	193	150	0	1	"Low"	"1986-03-12"	265951641843
"HOSPIT4224"	"PAT00396"	"M"	76.4	194	160	0	1	"Intermediate"	"1967-03-12"	175839584134
"HOSPIT4224"	"PAT00397"	"M"	79.7	160	135	0	1	"Low"	"1986-03-12"	255076356404
"HOSPIT4224"	"PAT00398"	"F"	47.1	175	140	0	1	"Low"	"1962-03-12"	197705715064
"HOSPIT4224"	"PAT00399"	"M"	63.6	171	170	0	1	"Low"	"1966-03-12"	155929792490
"HOSPIT4224"	"PAT00400"	"M"	56.6	152	165	0	1	"Low"	"1972-03-12"	235438176058
"HOSPIT4224"	"PAT00401"	"M"	88.3	177	200	0	1	"Low"	"1963-03-12"	196255430175
"HOSPIT4224"	"PAT00402"	"F"	74	181	160	0	1	"Low"	"1974-03-12"	159611919101
"HOSPIT4224"	"PAT00403"	"M"	NA	183	130	0	1	"Low"	"1973-03-12"	178557598880
"HOSPIT4224"	"PAT00404"	"M"	60.4	188	145	0	1	"Low"	"1959-03-12"	202200082192
"HOSPIT4224"	"PAT00405"	"M"	92.3	167	135	0	1	"Intermediate"	"1972-03-12"	148639547149
"HOSPIT4224"	"PAT00406"	"M"	87.3	189	110	0	1	"Low"	"1977-03-12"	148089028615
"HOSPIT4224"	"PAT00407"	"M"	54.4	194	120	0	1	"Intermediate"	"1989-03-12"	241049427960
"HOSPIT4224"	"PAT00408"	"M"	48	125	140	0	1	"Low"	"1967-03-12"	264916365012
"HOSPIT4224"	"PAT00409"	"M"	73.7	150	115	0	1	"High"	"1962-03-12"	242945409450
"HOSPIT4224"	"PAT00410"	"M"	63	168	110	0	1	"Intermediate"	"1965-03-12"	218481474556
"HOSPIT4224"	"PAT00411"	"M"	60.2	185	160	0	1	"Low"	"1971-03-12"	233650865109
"HOSPIT4224"	"PAT00412"	"M"	78.8	155	150	0	1	"Low"	"1962-03-12"	178179729219
"HOSPIT4224"	"PAT00413"	"M"	92.6	165	180	0	1	"Low"	"1970-03-12"	199491363144
"HOSPIT4224"	"PAT00414"	"M"	50.7	NA	125	0	1	"High"	"1968-03-12"	257229503576
"HOSPIT4224"	"PAT00415"	"M"	73.1	152	125	0	1	"Intermediate"	"1968-03-12"	165156764130
"HOSPIT4224"	"PAT00416"	"M"	84.4	205	130	0	1	"Low"	"1970-03-12"	270965820272
"HOSPIT4224"	"PAT00417"	"F"	NA	153	155	0	1	"Low"	"1958-03-12"	173617072777
"HOSPIT4224"	"PAT00418"	"M"	66.5	175	140	260	0	"Low"	"1961-03-12"	267624274859
"HOSPIT4224"	"PAT00419"	"M"	90.6	161	130	209	0	"Low"	"1980-03-12"	162059557889
"HOSPIT4224"	"PAT00420"	"M"	71.4	167	132	218	0	"Low"	"1964-03-12"	160786719462
"HOSPIT4224"	"PAT00421"	"M"	57.3	168	142	228	0	"High"	"1969-03-12"	237034655125
"HOSPIT4224"	"PAT00422"	"M"	52	168	110	213	1	"High"	"1958-03-12"	173633502884
"HOSPIT4224"	"PAT00423"	"M"	89.3	160	120	0	0	"Intermediate"	"1958-03-12"	198157850442
"HOSPIT4224"	"PAT00424"	"M"	70.3	153	150	236	1	"Low"	"1959-03-12"	165055003887
"HOSPIT4224"	"PAT00425"	"M"	NA	147	180	0	0	"Low"	"1964-03-12"	212674676322
"HOSPIT4224"	"PAT00426"	"M"	87.2	188	120	0	1	"Low"	"1964-03-12"	229666958392
"HOSPIT4224"	"PAT00427"	"M"	95.7	179	160	267	1	"High"	"1964-03-12"	192155008684
"HOSPIT4224"	"PAT00428"	"M"	84.8	156	126	166	0	"Low"	"1968-03-12"	269831309928
"HOSPIT4224"	"PAT00429"	"M"	46.6	184	140	0	0	"High"	"1965-03-12"	234387694206
"HOSPIT4224"	"PAT00430"	"M"	80.4	NA	110	0	0	"Low"	"1962-03-12"	186058842855
"HOSPIT4224"	"PAT00431"	"M"	81.5	191	133	0	0	"Low"	"1961-03-12"	228299025176
"HOSPIT4224"	"PAT00432"	"M"	67.9	192	128	0	1	"High"	"1967-03-12"	150674745073
"HOSPIT4224"	"PAT00433"	"M"	86.7	201	120	220	0	"Low"	"1962-03-12"	198782371456
"HOSPIT4224"	"PAT00434"	"M"	81.6	188	170	177	0	"High"	"1961-03-12"	197317759288
"HOSPIT4224"	"PAT00435"	"M"	63.7	209	110	236	0	"High"	"1978-03-12"	255071773302
"HOSPIT4224"	"PAT00436"	"M"	NA	184	126	0	0	"Low"	"1961-03-12"	199026867118
"HOSPIT4224"	"PAT00437"	"M"	49.8	172	152	0	0	"Low"	"1964-03-12"	224604879986
"HOSPIT4224"	"PAT00438"	"M"	96	197	116	0	0	"Low"	"1966-03-12"	273494014526
"HOSPIT4224"	"PAT00439"	"M"	100.4	175	120	0	1	"Intermediate"	"1960-03-12"	173398630684
"HOSPIT4224"	"PAT00440"	"M"	89.2	195	130	0	0	"Low"	"1961-03-12"	185119490104
"HOSPIT4224"	"PAT00441"	"M"	83.8	151	138	0	0	"Low"	"1950-03-12"	152507675458
"HOSPIT4224"	"PAT00442"	"M"	89.1	193	128	0	0	"Low"	"1972-03-12"	248183239509
"HOSPIT4224"	"PAT00443"	"M"	86.2	152	130	0	1	"Intermediate"	"1955-03-12"	157450066825
"HOSPIT4224"	"PAT00444"	"M"	72.3	177	128	0	1	"Intermediate"	"1973-03-12"	246409300215
"HOSPIT4224"	"PAT00445"	"M"	51	182	130	186	1	"Low"	"1964-03-12"	261913192199
"HOSPIT4224"	"PAT00446"	"M"	NA	162	120	100	0	"Low"	"1968-03-12"	220767751342
"HOSPIT4224"	"PAT00447"	"M"	46.1	188	136	228	0	"Low"	"1969-03-12"	218616083323
"HOSPIT4224"	"PAT00448"	"M"	47.2	200	130	0	0	"Intermediate"	"1970-03-12"	218428457190
"HOSPIT4224"	"PAT00449"	"M"	74	156	124	171	0	"Low"	"1947-03-12"	194963734650
"HOSPIT4224"	"PAT00450"	"M"	NA	161	160	230	1	"Low"	"1961-03-12"	215337456587
"HOSPIT4224"	"PAT00451"	"M"	75.8	168	0	0	0	"Low"	"1969-03-12"	176897330934
"HOSPIT4224"	"PAT00452"	"M"	54.8	155	122	0	0	"Low"	"1972-03-12"	187205282359
"HOSPIT4224"	"PAT00453"	"M"	66.2	209	144	0	0	"Intermediate"	"1960-03-12"	261291836464
"HOSPIT4224"	"PAT00454"	"M"	90.3	158	140	281	0	"Low"	"1964-03-12"	262731183091
"HOSPIT4224"	"PAT00455"	"M"	51.6	145	120	0	0	"Low"	"1964-03-12"	183407806629
"HOSPIT4224"	"PAT00456"	"M"	71.3	162	136	203	1	"Intermediate"	"1966-03-12"	225952646926
"HOSPIT4224"	"PAT00457"	"M"	80.3	182	154	0	0	"Low"	"1965-03-12"	223437338899
"HOSPIT4224"	"PAT00458"	"M"	58.2	169	120	0	0	"Low"	"1963-03-12"	239602851861
"HOSPIT4224"	"PAT00459"	"M"	49.9	165	125	0	1	"Low"	"1984-03-12"	199376993017
"HOSPIT4224"	"PAT00460"	"M"	79	167	134	0	1	"Low"	"1963-03-12"	220577834164
"HOSPIT4224"	"PAT00461"	"M"	76.2	191	104	0	0	"Low"	"1983-03-12"	153102731000
"HOSPIT4224"	"PAT00462"	"M"	82.9	184	139	277	1	"Intermediate"	"1967-03-12"	202953664861
"HOSPIT4224"	"PAT00463"	"M"	99.1	169	136	0	0	"Low"	"1961-03-12"	246075713418
"HOSPIT4224"	"PAT00464"	"M"	57.9	146	122	233	0	"Low"	"1965-03-12"	234177953663
"HOSPIT4224"	"PAT00465"	"M"	61.8	NA	128	0	0	"Low"	"1973-03-12"	251313636957
"HOSPIT4224"	"PAT00466"	"M"	95.5	175	131	0	0	"Low"	"1965-03-12"	185778641884
"HOSPIT4224"	"PAT00467"	"M"	55.2	168	134	240	0	"Low"	"1982-03-12"	234261137860
"HOSPIT4224"	"PAT00468"	"M"	100	184	120	0	0	"Low"	"1969-03-12"	272549139064
"HOSPIT4224"	"PAT00469"	"F"	49.2	179	132	0	0	"Intermediate"	"1961-03-12"	165385800663
"HOSPIT4224"	"PAT00470"	"M"	93	181	152	153	0	"Intermediate"	"1962-03-12"	220306188000
"HOSPIT4224"	"PAT00471"	"M"	NA	161	124	224	1	"High"	"1968-03-12"	197093678725
"HOSPIT4224"	"PAT00472"	"M"	NA	143	126	0	0	"Low"	"1971-03-12"	273675122491
"HOSPIT4224"	"PAT00473"	"M"	73.2	146	138	0	0	"Low"	"1956-03-12"	270788153064
"HOSPIT4224"	"PAT00474"	"M"	83.6	174	154	0	1	"Low"	"1971-03-12"	239377502874
"HOSPIT4224"	"PAT00475"	"M"	85	162	141	316	1	"Intermediate"	"1964-03-12"	239826678126
"HOSPIT4224"	"PAT00476"	"M"	NA	164	131	0	0	"High"	"1962-03-12"	222067313654
"HOSPIT4224"	"PAT00477"	"M"	51.1	141	178	0	1	"Low"	"1965-03-12"	179109646268
"HOSPIT4224"	"PAT00478"	"M"	98.4	168	132	218	1	"Low"	"1973-03-12"	148983683433
"HOSPIT4224"	"PAT00479"	"M"	68.8	162	110	0	1	"Low"	"1963-03-12"	239047560102
"HOSPIT4224"	"PAT00480"	"M"	71.8	186	130	311	1	"Low"	"1967-03-12"	162112168577
"HOSPIT4224"	"PAT00481"	"M"	80.6	163	170	0	0	"Low"	"1968-03-12"	193727122124
"HOSPIT4224"	"PAT00482"	"M"	69.1	159	126	0	1	"Low"	"1966-03-12"	153288120772
"HOSPIT4224"	"PAT00483"	"M"	98.1	183	140	0	1	"Intermediate"	"1955-03-12"	177805152442
"HOSPIT4224"	"PAT00484"	"M"	65.9	173	142	270	1	"High"	"1957-03-12"	236608201319
"HOSPIT4224"	"PAT00485"	"M"	92.9	146	120	0	0	"Intermediate"	"1966-03-12"	211777834420
"HOSPIT4224"	"PAT00486"	"M"	78.1	193	134	0	0	"Intermediate"	"1959-03-12"	189056350966
"HOSPIT4224"	"PAT00487"	"M"	71	162	139	217	1	"Intermediate"	"1961-03-12"	239526415382
"HOSPIT4224"	"PAT00488"	"M"	71.1	198	110	214	1	"Low"	"1969-03-12"	262534021459
"HOSPIT4224"	"PAT00489"	"M"	86.4	213	140	214	0	"Low"	"1967-03-12"	169284057253
"HOSPIT4224"	"PAT00490"	"M"	51.2	180	140	252	0	"Low"	"1959-03-12"	212692284976
"HOSPIT4224"	"PAT00491"	"M"	97.9	181	136	220	0	"Low"	"1970-03-12"	210713872973
"HOSPIT4224"	"PAT00492"	"M"	91.2	180	120	214	0	"Low"	"1952-03-12"	178776886946
"HOSPIT4224"	"PAT00493"	"M"	53.5	183	170	203	1	"Low"	"1949-03-12"	269076127460
"HOSPIT4224"	"PAT00494"	"M"	71.6	192	130	0	0	"Low"	"1975-03-12"	185241740732
"HOSPIT4224"	"PAT00495"	"M"	82	193	137	339	0	"Low"	"1973-03-12"	208311167492
"HOSPIT4224"	"PAT00496"	"M"	67.6	153	142	216	0	"Average"	"1964-03-12"	235109809608
"HOSPIT4224"	"PAT00497"	"F"	49.3	188	142	276	0	"Low"	"1960-03-12"	182858749595
"HOSPIT4224"	"PAT00498"	"M"	91.2	163	132	458	1	"Low"	"1966-03-12"	210778267056
"HOSPIT4224"	"PAT00499"	"M"	64.4	165	146	241	0	"Low"	"1963-03-12"	218484577227
"HOSPIT4224"	"PAT00500"	"M"	88	179	160	384	1	"High"	"1957-03-12"	247657651638
"HOSPIT4224"	"PAT00501"	"M"	99.3	180	135	297	0	"Low"	"1962-03-12"	164099782053
"HOSPIT4224"	"PAT00502"	"M"	87.1	177	136	248	0	"Low"	"1959-03-12"	180324463248
"HOSPIT4224"	"PAT00503"	"M"	62.3	200	130	308	0	"Low"	"1961-03-12"	170624324779
"HOSPIT4224"	"PAT00504"	"M"	91.2	190	140	208	0	"High"	"1955-03-12"	230022140485
"HOSPIT4224"	"PAT00505"	"M"	100.3	155	132	227	1	"Low"	"1973-03-12"	252763079169
"HOSPIT4224"	"PAT00506"	"M"	74.5	176	158	210	1	"Low"	"1962-03-12"	230082316186
"HOSPIT4224"	"PAT00507"	"M"	77.2	150	136	245	1	"Low"	"1969-03-12"	153049662094
"HOSPIT4224"	"PAT00508"	"M"	90.6	188	136	225	0	"Low"	"1949-03-12"	263773434587
"HOSPIT4224"	"PAT00509"	"M"	NA	139	106	240	0	"Intermediate"	"1984-03-12"	204124589740
